,branchid,branchname,siteid,tenkho,class,invtid,tensanpham,tenspviettat,stkunit,quycachdonggoi,quycachthung,lotsernbr,expdate,sothangconlai,tondau,nhapmuahang,"nhapkhacnhap,chuyen,dieuchinh",xuatban,nhaptra,"xuatkhacxuat,chuyen,dieuchinh",dcbbxuat,dcbbnhap,toncuoi,sltreohoadonao,sltreochuataohoadon,toncuoisosach,giaban,tttoncuoi
1304,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V01OS006,Sticker Xisat,,Con,Đang cập nhật,,000,2025-01-01,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0
1305,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V02EG068,áo mưa cánh dơi ( nhựa rạng đông),,Cái,Đang cập nhật,,000,2025-01-01,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
1306,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V02EG134,Bút Vitol,,Cây,Đang cập nhật,,000,2025-01-01,,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0
1307,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V03MK041,Bút Benita,,Cây,Đang cập nhật,,000,2025-01-01,,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,184.0,0.0,0.0
1308,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V03MK042,Bút Meseca,,Cây,Đang cập nhật,,000,2025-01-01,,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,0.0,705.0,0.0,0.0
1309,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,V04VP021,Bìa lá MeRap,,Cái,Đang cập nhật,,000,2025-01-01,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0
1310,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT00651,Bút Meseca Fort,,Cây,Đang cập nhật,,000,2025-01-01,,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0
1311,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT00654,Bút Metoxa,,Cây,Đang cập nhật,,000,2025-01-01,,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,478.0,0.0,0.0
1312,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04569,TGT Medoral (TMH),,Tờ,Đang cập nhật,,000,2025-01-01,,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,238.0,0.0,0.0
1313,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04579,TGT Etobat,,Tờ,Đang cập nhật,,000,2025-01-01,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0
1314,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04600,TGT Efodyl 125,,Tờ,Đang cập nhật,,000,2025-01-01,,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0
1315,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04617,TGT Cebest,,Tờ,Đang cập nhật,,000,2025-01-01,,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0
1316,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04618,Bút Cebest,,Cây,Đang cập nhật,,000,2025-01-01,,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,369.0,0.0,0.0
1317,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04622,TGT Meseca Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1318,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04628,Sticker Cebest,,Tờ,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
1319,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04630,Sticker Meseca Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0
1320,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04651,TGT Metoxa,,Tờ,Đang cập nhật,,000,2025-01-01,,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0
1321,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04653,TGT Vitol (A4) new,,Tờ,Đang cập nhật,,000,2025-01-01,,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0
1322,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04680,Sticker Metoxa,,Con,Đang cập nhật,,000,2025-01-01,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0
1323,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04691,TGT Mepatyl,,Tờ,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
1324,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04695,TGT Scofi,,Tờ,Đang cập nhật,,000,2025-01-01,,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0
1325,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04701,TGT Pemolip,,Tờ,Đang cập nhật,,000,2025-01-01,,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0
1326,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04702,Sticker Ebysta,,Con,Đang cập nhật,,000,2025-01-01,,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0
1327,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04704,Sticker Scofi,,Con,Đang cập nhật,,000,2025-01-01,,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0
1328,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04707,Bút Ebysta,,Cây,Đang cập nhật,,000,2025-01-01,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0
1329,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04709,Bút Mepatyl,,Cây,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1330,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04710,Bút Scofi,,Cây,Đang cập nhật,,000,2025-01-01,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0
1331,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04734,Bút Kofio,,Cây,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1332,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04735,Sticker Kofio,,Con,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1333,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04771,Sticker Ferritox,,Cái,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1334,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0172,Kho Vật tư LE DUC CHAU,Vật Tư Trình Dược,VT04776,Bút Ferritox,,Cây,Đang cập nhật,,000,2025-01-01,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0
1335,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB068,Sticker Xypenat,,Con,Đang cập nhật,,000,2025-01-01,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0
1336,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB074,TGT Meseca,,Tờ,Đang cập nhật,,000,2025-01-01,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0
1337,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB080,TGT Xypenat A 4,,Tờ,Đang cập nhật,,000,2025-01-01,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
1338,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB093,Sổ ghi chú Xisat- Xypenat,,Cuốn,Đang cập nhật,,000,2025-01-01,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1339,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB095,Sticker Benita,,Con,Đang cập nhật,,000,2025-01-01,,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,291.0,0.0,0.0
1340,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB096,Sticker Meseca,,Con,Đang cập nhật,,000,2025-01-01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
1341,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB098,Sticker Metodex SPS,,Con,Đang cập nhật,,000,2025-01-01,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0
1342,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB099,TGT Xypenat A5,,Tờ,Đang cập nhật,,000,2025-01-01,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0
1343,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB114,Sticker Vedanal,,Con,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1344,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EB115,TGT Olevid Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0
1345,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EK006,Folder Merap giấy (44x31),,Cái,Đang cập nhật,,000,2025-01-01,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0
1346,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EK026,Túi giây MeRap - loại nhỏ,,Cái,Đang cập nhật,,000,2025-01-01,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1347,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL016,TGT Melevo (sửa từ mã cũ Meleto),,Tờ,Đang cập nhật,,000,2025-01-01,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
1348,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL020,TGT Metiny,,Tờ,Đang cập nhật,,000,2025-01-01,,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0
1349,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL034,TGT Grafort,,Tờ,Đang cập nhật,,000,2025-01-01,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
1350,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL038,TGT HemoQ - Mom,,Tờ,Đang cập nhật,,000,2025-01-01,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0
1351,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL049,TGT Mecefix B.E,,Tờ,Đang cập nhật,,000,2025-01-01,,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,140.0,0.0,0.0
1352,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL051,TGT Efodyl,,Tờ,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
1353,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL054,TGT Poema,,Tờ,Đang cập nhật,,000,2025-01-01,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
1354,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL059,TGT Mepoly,,Tờ,Đang cập nhật,,000,2025-01-01,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0
1355,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL063,Sticker Merika Probiotic,,Con,Đang cập nhật,,000,2025-01-01,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
1356,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL065,TGT Merika Probiotic,,Tờ,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1357,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL075,TGT Metodex SPS,,Tờ,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1358,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL083,TGT Syseye,,Tờ,Đang cập nhật,,000,2025-01-01,,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,350.0,0.0,0.0
1359,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL084,Sticker Syseye,,Con,Đang cập nhật,,000,2025-01-01,,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,130.0,0.0,0.0
1360,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL085,TGT Medoral (RHM),,Tờ,Đang cập nhật,,000,2025-01-01,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,210.0,0.0,0.0
1361,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL087,Sticker Medoral,,Con,Đang cập nhật,,000,2025-01-01,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0
1362,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL090,Sticker  Olevid,,Con,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
1363,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL091,Sticker  Vitol,,Con,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
1364,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL097,Sticker Metiny,,Con,Đang cập nhật,,000,2025-01-01,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0
1365,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01EL099,TGT Trolimax,,Tờ,Đang cập nhật,,000,2025-01-01,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
1366,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES037,Sticker Grafort (nhỏ),,Con,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1367,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES044,Sticker HemoQ-Mom,,Con,Đang cập nhật,,000,2025-01-01,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0
1368,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES052,Sticker Mecefix B.E 50mg,,Con,Đang cập nhật,,000,2025-01-01,,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0
1369,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES053,Sticker Mecefix B.E 75mg,,Con,Đang cập nhật,,000,2025-01-01,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0
1370,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES054,Sticker Mecefix B.E 150mg,,Con,Đang cập nhật,,000,2025-01-01,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0
1371,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES055,Sticker Mecefix B.E 200mg,,Con,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1372,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES056,Sticker Mecefix B.E 250mg,,Con,Đang cập nhật,,000,2025-01-01,,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,160.0,0.0,0.0
1373,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES057,Sticker Efodyl 125 mg,,Tờ,Đang cập nhật,,000,2025-01-01,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0
1374,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01ES060,Sticker Efodyl 500mg,,Con,Đang cập nhật,,000,2025-01-01,,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0
1375,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01MP104,TGT Shema A5,,Tờ,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1376,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01OL007,TGT Xisat (new),,Tờ,Đang cập nhật,,000,2025-01-01,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0
1377,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V01OS006,Sticker Xisat,,Con,Đang cập nhật,,000,2025-01-01,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0
1378,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V02EG051,Khăn giây ướt,,Cái,Đang cập nhật,,000,2025-01-01,,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0
1379,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V02EG064,Khẩu Trang Y Tế (50cai/hộp),,Hộp,Đang cập nhật,,000,2025-01-01,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0
1380,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,V03MK045,Túi Vải Merap (màu trắng),,Cái,Đang cập nhật,,000,2025-01-01,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
1381,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,VT01906,Ly thủy tinh Luminarc 320ml,,Bộ,Đang cập nhật,,000,2025-01-01,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
1382,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0173,Kho Vật tư NGUYEN HOANG VIEN,Vật Tư Trình Dược,VT04569,TGT Medoral (TMH),,Tờ,Đang cập nhật,,000,2025-01-01,,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0
